Linux 5.14.0-570.62.1.el9_6.x86_64 (sample-server) 	04/01/26 	_x86_64_	(64 CPU)

00:00:01        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
05:50:00         25      0.31      0.00      0.10      0.00      0.00      0.01      0.01      0.00      0.00     99.57
05:50:00         26      0.29      0.00      0.09      0.00      0.00      0.01      0.01      0.00      0.00     99.60
05:50:00         27      0.31      0.00      0.09      0.00      0.00      0.01      0.01      0.00      0.00     99.58
05:50:00         28      0.26      0.00      0.19      0.00      0.00      0.01      0.01      0.00      0.00     99.52
05:50:00         29      0.23      0.00      0.10      0.00      0.00      0.02      0.02      0.00      0.00     99.65
05:50:00         30      0.26      0.00      0.27      0.00      0.00      0.02      0.02      0.00      0.00     99.43
05:50:00         31      0.23      0.01      0.21      0.00      0.00      0.02      0.01      0.00      0.00     99.53
05:50:00         32      0.52      0.00      0.11      0.00      0.00      0.04      0.05      0.00      0.00     99.28
05:50:00         33      0.41      0.00      0.11      0.00      0.00      0.02      0.02      0.00      0.00     99.44
05:50:00         34      0.42      0.00      0.10      0.00      0.00      0.02      0.02      0.00      0.00     99.44
05:50:00         35      0.47      0.00      0.10      0.00      0.00      0.02      0.02      0.00      0.00     99.39
05:50:00         36      0.26      0.00      0.18      0.00      0.00      0.01      0.02      0.00      0.00     99.52
05:50:00         37      0.21      0.00      0.15      0.00      0.00      0.01      0.01      0.00      0.00     99.62
05:50:00         38      0.17      0.00      0.11      0.00      0.00      0.01      0.01      0.00      0.00     99.71
05:50:00         39      0.22      0.00      0.24      0.00      0.00      0.01      0.01      0.00      0.00     99.53
05:50:00         40      0.44      0.00      0.20      0.00      0.00      0.01      0.01      0.00      0.00     99.34
05:50:00         41      0.58      0.00      0.13      0.00      0.00      0.01      0.01      0.00      0.00     99.28
05:50:00         42      0.17      0.00      0.22      0.00      0.00      0.01      0.01      0.00      0.00     99.59
05:50:00         43      0.29      0.00      0.13      0.00      0.00      0.01      0.01      0.00      0.00     99.55
05:50:00         44      0.04      0.00      0.05      0.00      0.00      0.01      0.01      0.00      0.00     99.90
05:50:00         45      0.06      0.00      0.09      0.00      0.00      0.01      0.00      0.00      0.00     99.84
05:50:00         46      0.05      0.00      0.09      0.00      0.00      0.01      0.00      0.00      0.00     99.85
05:50:00         47      0.08      0.00      0.08      0.00      0.00      0.01      0.00      0.00      0.00     99.84
05:50:00         48      0.04      0.00      0.25      0.00      0.00      0.01      0.00      0.00      0.00     99.70
05:50:00         49      0.05      0.00      0.53      0.00      0.00      0.02      0.01      0.00      0.00     99.39
05:50:00         50      0.05      0.01      0.44      0.00      0.00      0.02      0.01      0.00      0.00     99.47
05:50:00         51      0.04      0.00      0.46      0.00      0.00      0.02      0.01      0.00      0.00     99.47
05:50:00         52      0.10      0.00      0.11      0.00      0.00      0.01      0.01      0.00      0.00     99.77
05:50:00         53      0.09      0.00      0.47      0.00      0.00      0.02      0.01      0.00      0.00     99.42
05:50:00         54      0.09      0.00      0.17      0.00      0.00      0.01      0.01      0.00      0.00     99.73
05:50:00         55      0.07      0.00      0.20      0.00      0.00      0.01      0.01      0.00      0.00     99.71
05:50:00         56      0.29      0.00      0.11      0.00      0.00      0.03      0.01      0.00      0.00     99.57
05:50:00         57      0.31      0.00      0.12      0.00      0.00      0.01      0.01      0.00      0.00     99.55
05:50:00         58      0.37      0.00      0.14      0.00      0.00      0.01      0.01      0.00      0.00     99.47
05:50:00         59      0.32      0.00      0.10      0.00      0.00      0.01      0.01      0.00      0.00     99.55
05:50:00         60      0.25      0.00      0.17      0.00      0.00      0.02      0.01      0.00      0.00     99.55
05:50:00         61      0.22      0.00      0.08      0.00      0.00      0.01      0.01      0.00      0.00     99.68
05:50:00         62      0.21      0.00      0.06      0.00      0.00      0.66      0.01      0.00      0.00     99.07
05:50:00         63      0.22      0.00      0.09      0.00      0.00      0.66      0.01      0.00      0.00     99.02
06:00:02        all      0.23      0.00      0.18      0.00      0.00      0.03      0.02      0.00      0.00     99.54
06:00:02          0      0.39      0.00      0.16      0.00      0.00      0.04      0.31      0.00      0.00     99.10
06:00:02          1      0.29      0.00      0.35      0.00      0.00      0.02      0.05      0.00      0.00     99.28
06:00:02          2      0.30      0.00      0.36      0.00      0.00      0.02      0.03      0.00      0.00     99.28
06:00:02          3      0.35      0.00      0.17      0.00      0.00      0.02      0.02      0.00      0.00     99.44
06:00:02          4      0.09      0.00      0.19      0.00      0.00      0.01      0.01      0.00      0.00     99.70
