Linux 5.14.0-570.62.1.el9_6.x86_64 (sample-server) 	04/01/26 	_x86_64_	(64 CPU)

00:00:01        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
00:20:00         20      0.05      0.00      0.06      0.00      0.00      0.01      0.01      0.00      0.00     99.88
00:20:00         21      0.06      0.00      0.34      0.00      0.00      0.02      0.01      0.00      0.00     99.58
00:20:00         22      0.08      0.00      0.34      0.00      0.00      0.02      0.01      0.00      0.00     99.55
00:20:00         23      0.06      0.00      0.27      0.00      0.00      0.02      0.01      0.00      0.00     99.65
00:20:00         24      0.16      0.00      0.10      0.00      0.00      0.01      0.01      0.00      0.00     99.72
00:20:00         25      0.16      0.01      0.15      0.00      0.00      0.01      0.01      0.00      0.00     99.66
00:20:00         26      0.18      0.00      0.10      0.00      0.00      0.01      0.01      0.00      0.00     99.71
00:20:00         27      0.21      0.00      0.08      0.00      0.00      0.01      0.01      0.00      0.00     99.68
00:20:00         28      0.04      0.00      0.41      0.00      0.00      0.02      0.01      0.00      0.00     99.52
00:20:00         29      0.04      0.00      0.67      0.00      0.00      0.03      0.02      0.00      0.00     99.25
00:20:00         30      0.07      0.00      0.41      0.00      0.00      0.02      0.01      0.00      0.00     99.49
00:20:00         31      0.05      0.01      0.24      0.00      0.00      0.01      0.01      0.00      0.00     99.69
00:20:00         32      0.67      0.00      0.14      0.00      0.00      0.04      0.05      0.00      0.00     99.10
00:20:00         33      0.70      0.00      0.19      0.00      0.00      0.02      0.02      0.00      0.00     99.07
00:20:00         34      0.68      0.00      0.20      0.00      0.00      0.02      0.02      0.00      0.00     99.08
00:20:00         35      0.82      0.00      0.17      0.00      0.00      0.02      0.02      0.00      0.00     98.98
00:20:00         36      0.11      0.00      0.08      0.00      0.00      0.01      0.01      0.00      0.00     99.78
00:20:00         37      0.15      0.00      0.14      0.00      0.00      0.01      0.01      0.00      0.00     99.68
00:20:00         38      0.12      0.00      0.12      0.00      0.00      0.01      0.01      0.00      0.00     99.74
00:20:00         39      0.12      0.00      0.10      0.00      0.00      0.01      0.01      0.00      0.00     99.77
00:20:00         40      0.29      0.00      0.12      0.00      0.00      0.01      0.01      0.00      0.00     99.56
00:20:00         41      0.19      0.00      0.12      0.00      0.00      0.01      0.01      0.00      0.00     99.67
00:20:00         42      0.18      0.00      0.12      0.00      0.00      0.01      0.01      0.00      0.00     99.68
00:20:00         43      0.14      0.00      0.24      0.00      0.00      0.01      0.01      0.00      0.00     99.60
00:20:00         44      0.29      0.00      0.13      0.00      0.00      0.02      0.01      0.00      0.00     99.55
00:20:00         45      0.34      0.00      0.15      0.00      0.00      0.02      0.01      0.00      0.00     99.48
00:20:00         46      0.40      0.00      0.12      0.00      0.00      0.01      0.01      0.00      0.00     99.45
